0,0.01333333333,0.16,0.09333333333,0.16,0.2,0.2,0.09333333333,0.1733333333,0.12,0.09333333333,0.1733333333,0
0.01333333333,0,0.16,0.1066666667,0.1733333333,0.2,0.2,0.08,0.1733333333,0.12,0.1066666667,0.1733333333,0.01333333333
0.16,0.16,0,0.16,0.1866666667,0.1866666667,0.05333333333,0.2,0.1333333333,0.2666666667,0.12,0.1066666667,0.16
0.09333333333,0.1066666667,0.16,0,0.06666666667,0.2933333333,0.2,0.1866666667,0.1733333333,0.12,0.09333333333,0.2133333333,0.09333333333
0.16,0.1733333333,0.1866666667,0.06666666667,0,0.36,0.1866666667,0.2533333333,0.1466666667,0.1866666667,0.06666666667,0.28,0.16
0.2,0.2,0.1866666667,0.2933333333,0.36,0,0.2266666667,0.12,0.3066666667,0.1866666667,0.2933333333,0.1066666667,0.2
0.2,0.2,0.05333333333,0.2,0.1866666667,0.2266666667,0,0.2533333333,0.08,0.32,0.12,0.1466666667,0.2
0.09333333333,0.08,0.2,0.1866666667,0.2533333333,0.12,0.2533333333,0,0.2133333333,0.06666666667,0.1866666667,0.2133333333,0.09333333333
0.1733333333,0.1733333333,0.1333333333,0.1733333333,0.1466666667,0.3066666667,0.08,0.2133333333,0,0.28,0.08,0.2266666667,0.1733333333
0.12,0.12,0.2666666667,0.12,0.1866666667,0.1866666667,0.32,0.06666666667,0.28,0,0.2,0.28,0.12
0.09333333333,0.1066666667,0.12,0.09333333333,0.06666666667,0.2933333333,0.12,0.1866666667,0.08,0.2,0,0.2133333333,0.09333333333
0.1733333333,0.1733333333,0.1066666667,0.2133333333,0.28,0.1066666667,0.1466666667,0.2133333333,0.2266666667,0.28,0.2133333333,0,0.1733333333
0,0.01333333333,0.16,0.09333333333,0.16,0.2,0.2,0.09333333333,0.1733333333,0.12,0.09333333333,0.1733333333,0
