i,j,distance,truck_time,drone_time,robot_distance,robot_time
0,1,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
0,2,12.0,0.26666666666666666,0.16,12.0,0.48
0,3,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,4,12.0,0.26666666666666666,0.16,12.0,0.48
0,5,15.0,0.3333333333333333,0.2,15.0,0.6
0,6,15.0,0.3333333333333333,0.2,15.0,0.6
0,7,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,8,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,9,9.0,0.2,0.12,9.0,0.36
0,10,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,12,0.0,0.0,0.0,0.0,0.0
1,2,12.0,0.26666666666666666,0.16,12.0,0.48
1,3,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
1,4,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
1,5,15.0,0.3333333333333333,0.2,15.0,0.6
1,6,15.0,0.3333333333333333,0.2,15.0,0.6
1,7,6.0,0.13333333333333333,0.08,6.0,0.24
1,8,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
1,9,9.0,0.2,0.12,9.0,0.36
1,10,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
1,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
1,12,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
2,1,12.0,0.26666666666666666,0.16,12.0,0.48
2,3,12.0,0.26666666666666666,0.16,12.0,0.48
2,4,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
2,5,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
2,6,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
2,7,15.0,0.3333333333333333,0.2,15.0,0.6
2,8,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
2,9,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
2,10,9.0,0.2,0.12,9.0,0.36
2,11,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
2,12,12.0,0.26666666666666666,0.16,12.0,0.48
3,1,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
3,2,12.0,0.26666666666666666,0.16,12.0,0.48
3,4,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
3,5,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
3,6,15.0,0.3333333333333333,0.2,15.0,0.6
3,7,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
3,8,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
3,9,9.0,0.2,0.12,9.0,0.36
3,10,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
3,11,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
3,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
4,1,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
4,2,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
4,3,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
4,5,27.0,0.6,0.36,27.0,1.08
4,6,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
4,7,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
4,8,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
4,9,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
4,10,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
4,11,21.0,0.4666666666666667,0.28,21.0,0.84
4,12,12.0,0.26666666666666666,0.16,12.0,0.48
5,1,15.0,0.3333333333333333,0.2,15.0,0.6
5,2,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
5,3,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
5,4,27.0,0.6,0.36,27.0,1.08
5,6,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
5,7,9.0,0.2,0.12,9.0,0.36
5,8,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
5,9,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
5,10,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
5,11,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
5,12,15.0,0.3333333333333333,0.2,15.0,0.6
6,1,15.0,0.3333333333333333,0.2,15.0,0.6
6,2,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
6,3,15.0,0.3333333333333333,0.2,15.0,0.6
6,4,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
6,5,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
6,7,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
6,8,6.0,0.13333333333333333,0.08,6.0,0.24
6,9,24.0,0.5333333333333333,0.32,24.0,0.96
6,10,9.0,0.2,0.12,9.0,0.36
6,11,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
6,12,15.0,0.3333333333333333,0.2,15.0,0.6
7,1,6.0,0.13333333333333333,0.08,6.0,0.24
7,2,15.0,0.3333333333333333,0.2,15.0,0.6
7,3,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
7,4,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
7,5,9.0,0.2,0.12,9.0,0.36
7,6,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
7,8,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
7,9,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
7,10,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
7,11,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
7,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
8,1,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
8,2,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
8,3,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
8,4,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
8,5,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
8,6,6.0,0.13333333333333333,0.08,6.0,0.24
8,7,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
8,9,21.0,0.4666666666666667,0.28,21.0,0.84
8,10,6.0,0.13333333333333333,0.08,6.0,0.24
8,11,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
8,12,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
9,1,9.0,0.2,0.12,9.0,0.36
9,2,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
9,3,9.0,0.2,0.12,9.0,0.36
9,4,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
9,5,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
9,6,24.0,0.5333333333333333,0.32,24.0,0.96
9,7,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
9,8,21.0,0.4666666666666667,0.28,21.0,0.84
9,10,15.0,0.3333333333333333,0.2,15.0,0.6
9,11,21.0,0.4666666666666667,0.28,21.0,0.84
9,12,9.0,0.2,0.12,9.0,0.36
10,1,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
10,2,9.0,0.2,0.12,9.0,0.36
10,3,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
10,4,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
10,5,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
10,6,9.0,0.2,0.12,9.0,0.36
10,7,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
10,8,6.0,0.13333333333333333,0.08,6.0,0.24
10,9,15.0,0.3333333333333333,0.2,15.0,0.6
10,11,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
10,12,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
11,1,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
11,2,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
11,3,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
11,4,21.0,0.4666666666666667,0.28,21.0,0.84
11,5,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
11,6,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
11,7,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
11,8,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
11,9,21.0,0.4666666666666667,0.28,21.0,0.84
11,10,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
11,12,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
