0,0.02222222222,0.2666666667,0.1555555556,0.2666666667,0.3333333333,0.3333333333,0.1555555556,0.2888888889,0.2,0.1555555556,0.2888888889,0
0.02222222222,0,0.2666666667,0.1777777778,0.2888888889,0.3333333333,0.3333333333,0.1333333333,0.2888888889,0.2,0.1777777778,0.2888888889,0.02222222222
0.2666666667,0.2666666667,0,0.2666666667,0.3111111111,0.3111111111,0.08888888889,0.3333333333,0.2222222222,0.4444444444,0.2,0.1777777778,0.2666666667
0.1555555556,0.1777777778,0.2666666667,0,0.1111111111,0.4888888889,0.3333333333,0.3111111111,0.2888888889,0.2,0.1555555556,0.3555555556,0.1555555556
0.2666666667,0.2888888889,0.3111111111,0.1111111111,0,0.6,0.3111111111,0.4222222222,0.2444444444,0.3111111111,0.1111111111,0.4666666667,0.2666666667
0.3333333333,0.3333333333,0.3111111111,0.4888888889,0.6,0,0.3777777778,0.2,0.5111111111,0.3111111111,0.4888888889,0.1777777778,0.3333333333
0.3333333333,0.3333333333,0.08888888889,0.3333333333,0.3111111111,0.3777777778,0,0.4222222222,0.1333333333,0.5333333333,0.2,0.2444444444,0.3333333333
0.1555555556,0.1333333333,0.3333333333,0.3111111111,0.4222222222,0.2,0.4222222222,0,0.3555555556,0.1111111111,0.3111111111,0.3555555556,0.1555555556
0.2888888889,0.2888888889,0.2222222222,0.2888888889,0.2444444444,0.5111111111,0.1333333333,0.3555555556,0,0.4666666667,0.1333333333,0.3777777778,0.2888888889
0.2,0.2,0.4444444444,0.2,0.3111111111,0.3111111111,0.5333333333,0.1111111111,0.4666666667,0,0.3333333333,0.4666666667,0.2
0.1555555556,0.1777777778,0.2,0.1555555556,0.1111111111,0.4888888889,0.2,0.3111111111,0.1333333333,0.3333333333,0,0.3555555556,0.1555555556
0.2888888889,0.2888888889,0.1777777778,0.3555555556,0.4666666667,0.1777777778,0.2444444444,0.3555555556,0.3777777778,0.4666666667,0.3555555556,0,0.2888888889
0,0.02222222222,0.2666666667,0.1555555556,0.2666666667,0.3333333333,0.3333333333,0.1555555556,0.2888888889,0.2,0.1555555556,0.2888888889,0
