35
9
9
44
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	24.99	21.95	7.45	1.41	37.83	39.81	14.68	5.76	18.75	2.07	2.1	1.66	2.4	2.36	0.28	1.62	1.2	0.17	2.24	1.24	1.93	0.15	0.66	1.63	0.33	1.6	0.96	1.91	1.63	0.95	0.75	0.85	2.3	1.14	1.11


0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08


0	25.03	27.07	5.67	18.2	2.9	24.23	5.97	27.5	24.4	14.93	0.5	9.27	0.33	2.17	14.97	1.03	2.17	11.93	20.7	12.8	8.5	5.63	8.7	9.43	11.9	30.4	15.83	21.73	1	17.8	18.9	30.47	6.67	20.73	3.3

41.2	27.2	29.43	7.5	19.77	5.27	26.07	8.47	29	25.9	16.83	2.23	11.5	2.43	4.8	16.8	3.33	4.87	13.5	23.4	14.3	10.8	7.47	10.53	11.47	13.67	32.23	17.6	24.03	3.07	20.17	20.67	32.17	7.9	23.37	4.93


0	13	5	6	8	14	7	17	9	6	8	6	19	4	5	9	14	6	7	7	17	7	6	7	17	7	8	19	17	15	8	18	4	15	7	16
13	0	9	18	9	2	19	13	21	10	17	18	14	9	8	8	3	19	6	19	16	18	8	8	5	16	20	18	19	15	19	18	10	4	9	14
5	9	0	9	3	11	10	12	12	1	8	9	14	2	2	4	10	10	4	10	12	9	1	2	14	7	11	14	12	10	10	13	1	12	2	11
6	18	9	0	10	20	2	12	3	8	3	1	13	9	11	11	19	1	12	1	12	2	10	11	22	2	3	13	12	9	2	13	8	21	9	11
8	9	3	10	0	10	11	10	13	2	9	10	11	4	3	1	10	10	3	11	10	10	2	1	13	8	12	11	11	7	10	11	4	11	1	9
14	2	11	20	10	0	21	14	23	12	19	20	16	11	9	9	1	20	8	21	18	20	10	9	3	18	22	19	21	17	20	20	12	3	11	15
7	19	10	2	11	21	0	12	2	9	3	1	13	10	12	12	20	1	14	1	12	2	11	12	24	3	1	13	12	9	2	13	10	22	10	11
17	13	12	12	10	14	12	0	12	11	9	13	2	14	12	9	14	12	10	11	4	10	11	11	17	10	13	5	7	3	10	6	13	15	10	1
9	21	12	3	13	23	2	12	0	11	4	3	14	12	14	14	22	3	15	2	12	3	13	14	25	5	1	14	12	10	3	13	11	24	12	11
6	10	1	8	2	12	9	11	11	0	7	8	13	3	3	3	11	9	5	9	11	8	2	3	15	6	10	13	11	9	9	12	2	13	1	10
8	17	8	3	9	19	3	9	4	7	0	4	11	8	10	10	18	4	12	2	9	2	9	10	22	1	4	11	9	7	2	10	8	20	8	8
6	18	9	1	10	20	1	13	3	8	4	0	14	9	11	11	19	1	13	2	13	3	10	11	23	3	2	14	13	10	3	14	9	21	9	12
19	14	14	13	11	16	13	2	14	13	11	14	0	15	14	10	15	14	12	12	2	12	13	12	19	12	14	4	5	4	11	4	15	17	12	3
4	9	2	9	4	11	10	14	12	3	8	9	15	0	2	5	10	10	4	10	14	9	3	3	14	7	11	15	14	11	10	15	1	12	4	13
5	8	2	11	3	9	12	12	14	3	10	11	14	2	0	4	9	11	2	12	12	11	1	2	12	9	13	14	12	10	11	13	3	10	2	11
9	8	4	11	1	9	12	9	14	3	10	11	10	5	4	0	9	11	2	12	9	11	3	2	12	9	13	10	12	8	11	11	5	10	2	8
14	3	10	19	10	1	20	14	22	11	18	19	15	10	9	9	0	20	7	20	17	19	9	9	4	17	21	19	20	16	20	19	11	2	10	15
6	19	10	1	10	20	1	12	3	9	4	1	14	10	11	11	20	0	13	2	12	2	11	11	23	3	2	14	12	10	3	13	9	21	10	11
7	6	4	12	3	8	14	10	15	5	12	13	12	4	2	2	7	13	0	13	10	12	3	2	10	11	15	12	14	9	13	13	4	9	4	9
7	19	10	1	11	21	1	11	2	9	2	2	12	10	12	12	20	2	13	0	11	1	11	12	23	3	2	12	11	8	1	12	9	22	10	10
