45
22
22
67
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	21.94	19.91	6.87	47.64	18	41.85	2.07	21.19	3.78	15.69	47.3	42.73	8.68	26.79	14.74	45.14	4.07	39.37	8.72	36	11.6	10.36	0.54	2.44	0.95	1.59	0.12	0.58	2.19	1.15	0.01	1.16	2.06	2.18	0.75	0.59	2.08	1.09	1.27	0.46	0.38	2.27	2.48	0.98	2.07

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	1.55	40.6	32.6	22.45	1.5	13.9	13.05	36.35	0.5	23.75	31.1	33.25	3.25	3.25	4.35	19.15	41.25	28.35	45.6	27.3	17.85	28.35	12.75	37.55	8.95	10	17.95	0.8	0.75	17.9	4.95	31.05	8.3	27.05	26.7	45.7	22.4	36.6	14.15	8.45	19.2	13.2	8.5	3.4	23.95

61.8	5	44.15	36.05	25.2	4.6	17.25	15.8	39.1	3.65	26.4	35.05	35.8	7.2	7.3	7.9	21.7	43.5	31	48.35	29.65	20.5	31.2	16.2	40.8	12.7	11.85	20.6	4	3.35	20.25	7.4	35.1	11.75	30	30.25	48.25	25.25	38.85	17.2	11.2	21.45	16.05	11.25	7.45	26.1


0	14	5	17	9	15	19	7	7	4	19	7	14	5	6	14	16	9	18	8	8	7	15	7	13	17	15	10	8	6	7	16	7	8	10	8	4	8	6	17	6	17	9	6	9	17
14	0	10	20	9	16	15	9	20	10	19	10	4	9	20	1	3	22	19	21	10	17	5	19	3	14	2	11	10	19	7	15	20	11	10	20	11	18	11	4	9	17	12	19	11	4
5	10	0	12	4	10	14	2	10	2	14	2	10	2	10	11	13	12	13	11	3	7	12	9	9	12	12	9	8	9	4	11	10	9	8	10	1	8	1	14	1	12	10	9	9	14
17	20	12	0	12	5	5	12	12	14	2	10	20	12	12	21	23	12	1	13	11	10	22	10	19	7	22	21	20	13	14	6	11	21	20	10	13	9	11	24	11	4	22	12	21	24
9	9	4	12	0	8	10	2	12	5	10	2	9	4	11	9	11	14	11	13	1	9	10	11	8	9	10	13	11	11	2	8	12	13	12	11	5	10	3	12	3	9	14	11	12	12
15	16	10	5	8	0	4	8	9	11	4	8	16	10	10	17	19	10	4	10	7	8	18	8	15	3	18	19	17	10	9	2	8	19	18	7	11	7	9	19	9	3	20	9	18	19
19	15	14	5	10	4	0	12	13	15	4	12	15	14	14	16	18	14	4	14	11	12	17	12	14	2	17	23	21	14	12	3	12	23	22	11	15	11	13	19	13	2	24	13	22	19
7	9	2	12	2	8	12	0	12	3	12	2	9	2	11	9	11	14	12	13	1	9	10	11	8	11	10	11	9	11	2	10	12	11	10	11	3	10	3	12	1	11	12	11	10	12
7	20	10	12	12	9	13	12	0	10	13	10	20	12	1	21	23	2	13	1	11	3	22	2	19	12	22	16	14	1	14	11	1	15	17	2	10	3	9	24	11	12	15	2	15	24
4	10	2	14	5	11	15	3	10	0	15	4	10	2	10	11	13	12	15	11	4	7	12	9	9	14	12	8	6	9	4	13	10	8	7	10	1	8	3	14	3	14	9	9	7	14
19	19	14	2	10	4	4	12	13	15	0	12	19	14	14	19	21	14	1	14	11	12	20	12	18	5	20	23	21	14	12	4	12	23	22	11	15	11	13	22	13	2	24	13	22	22
7	10	2	10	2	8	12	2	10	4	12	0	10	2	10	11	13	12	11	11	1	7	12	9	9	10	12	11	10	9	4	9	10	11	10	10	3	8	1	14	1	10	12	9	11	14
14	4	10	20	9	16	15	9	20	10	19	10	0	9	20	3	3	22	19	21	10	17	2	19	1	14	5	14	13	19	7	15	20	15	14	20	11	18	11	4	9	17	15	19	14	4
5	9	2	12	4	10	14	2	12	2	14	2	9	0	11	9	11	14	13	13	3	9	10	11	8	12	10	9	8	11	2	11	12	10	9	11	3	10	3	12	1	12	10	11	9	12
6	20	10	12	11	10	14	11	1	10	14	10	20	11	0	20	22	3	13	2	10	3	21	2	19	12	21	16	14	1	13	11	2	14	16	3	9	4	9	23	11	12	15	1	15	23
14	1	11	21	9	17	16	9	21	11	19	11	3	9	20	0	2	23	20	22	10	18	5	20	2	14	3	12	10	20	8	15	21	12	11	20	12	19	12	3	10	18	13	20	11	3
16	3	13	23	11	19	18	11	23	13	21	13	3	11	22	2	0	25	22	24	12	20	3	22	4	16	5	14	12	22	10	17	23	14	13	22	14	21	14	3	12	20	15	22	13	1
9	22	12	12	14	10	14	14	2	12	14	12	22	14	3	23	25	0	13	1	13	5	24	3	21	12	24	18	16	3	15	11	2	16	19	3	11	4	11	25	13	12	17	3	17	25
18	19	13	1	11	4	4	12	13	15	1	11	19	13	13	20	22	13	0	14	11	11	21	11	18	6	21	22	21	14	13	5	12	22	21	11	14	10	12	23	12	3	23	13	22	23
8	21	11	13	13	10	14	13	1	11	14	11	21	13	2	22	24	1	14	0	12	4	23	3	20	13	23	17	15	2	15	12	2	16	18	3	11	4	10	25	12	13	16	3	16	25
8	10	3	11	1	7	11	1	11	4	11	1	10	3	10	10	12	13	11	12	0	8	11	10	9	10	11	12	10	10	3	9	11	12	11	10	4	9	2	13	2	10	13	10	11	13
7	17	7	10	9	8	12	9	3	7	12	7	17	9	3	18	20	5	11	4	8	0	19	2	16	10	19	13	11	3	11	9	3	12	14	3	7	1	6	21	8	10	12	2	12	21
15	5	12	22	10	18	17	10	22	12	20	12	2	10	21	5	3	24	21	23	11	19	0	21	3	15	7	16	15	21	9	16	22	16	15	21	13	20	13	5	11	19	17	21	16	2
7	19	9	10	11	8	12	11	2	9	12	9	19	11	2	20	22	3	11	3	10	2	21	0	18	10	21	15	13	3	12	9	1	13	16	1	8	2	8	22	10	10	14	2	14	22
13	3	9	19	8	15	14	8	19	9	18	9	1	8	19	2	4	21	18	20	9	16	3	18	0	13	4	13	12	18	6	14	19	14	13	19	10	17	10	5	8	16	14	18	13	5
17	14	12	7	9	3	2	11	12	14	5	10	14	12	12	14	16	12	6	13	10	10	15	10	13	0	15	21	20	13	10	1	11	21	20	10	13	9	11	17	11	4	22	12	21	17
15	2	12	22	10	18	17	10	22	12	20	12	5	10	21	3	5	24	21	23	11	19	7	21	4	15	0	9	8	21	9	16	22	10	9	21	13	20	13	2	11	19	10	21	9	5
10	11	9	21	13	19	23	11	16	8	23	11	14	9	16	12	14	18	22	17	12	13	16	15	13	21	9	0	2	15	11	20	16	2	1	16	8	14	10	11	10	21	1	15	1	14
8	10	8	20	11	17	21	9	14	6	21	10	13	8	14	10	12	16	21	15	10	11	15	13	12	20	8	2	0	13	10	19	14	2	3	14	7	12	9	10	9	20	3	13	1	13
6	19	9	13	11	10	14	11	1	9	14	9	19	11	1	20	22	3	14	2	10	3	21	3	18	13	21	15	13	0	13	12	2	14	16	3	9	4	8	23	10	13	14	1	14	23
7	7	4	14	2	9	12	2	14	4	12	4	7	2	13	8	10	15	13	15	3	11	9	12	6	10	9	11	10	13	0	9	13	11	10	13	4	12	5	10	3	10	12	12	11	10
16	15	11	6	8	2	3	10	11	13	4	9	15	11	11	15	17	11	5	12	9	9	16	9	14	1	16	20	19	12	9	0	10	20	19	9	12	8	10	18	10	3	21	11	20	18
7	20	10	11	12	8	12	12	1	10	12	10	20	12	2	21	23	2	12	2	11	3	22	1	19	11	22	16	14	2	13	10	0	14	17	1	9	2	9	23	11	11	15	1	15	23
8	11	9	21	13	19	23	11	15	8	23	11	15	10	14	12	14	16	22	16	12	12	16	13	14	21	10	2	2	14	11	20	14	0	3	14	9	13	10	11	10	21	1	13	1	15
10	10	8	20	12	18	22	10	17	7	22	10	14	9	16	11	13	19	21	18	11	14	15	16	13	20	9	1	3	16	10	19	17	3	0	16	8	15	9	10	9	20	2	16	2	14
8	20	10	10	11	7	11	11	2	10	11	10	20	11	3	20	22	3	11	3	10	3	21	1	19	10	21	16	14	3	13	9	1	14	16	0	9	2	9	23	11	10	15	2	15	23
4	11	1	13	5	11	15	3	10	1	15	3	11	3	9	12	14	11	14	11	4	7	13	8	10	13	13	8	7	9	4	12	9	9	8	9	0	8	2	14	2	13	9	8	8	14
8	18	8	9	10	7	11	10	3	8	11	8	18	10	4	19	21	4	10	4	9	1	20	2	17	9	20	14	12	4	12	8	2	13	15	2	8	0	7	22	9	9	13	3	13	22
6	11	1	11	3	9	13	3	9	3	13	1	11	3	9	12	14	11	12	10	2	6	13	8	10	11	13	10	9	8	5	10	9	10	9	9	2	7	0	15	2	11	11	8	10	15
17	4	14	24	12	19	19	12	24	14	22	14	4	12	23	3	3	25	23	25	13	21	5	22	5	17	2	11	10	23	10	18	23	11	10	23	14	22	15	0	13	20	12	22	11	4
6	9	1	11	3	9	13	1	11	3	13	1	9	1	11	10	12	13	12	12	2	8	11	10	8	11	11	10	9	10	3	10	11	10	9	11	2	9	2	13	0	11	11	10	10	13
17	17	12	4	9	3	2	11	12	14	2	10	17	12	12	18	20	12	3	13	10	10	19	10	16	4	19	21	20	13	10	3	11	21	20	10	13	9	11	20	11	0	22	12	21	20
9	12	10	22	14	20	24	12	15	9	24	12	15	10	15	13	15	17	23	16	13	12	17	14	14	22	10	1	3	14	12	21	15	1	2	15	9	13	11	12	11	22	0	14	2	15
6	19	9	12	11	9	13	11	2	9	13	9	19	11	1	20	22	3	13	3	10	2	21	2	18	12	21	15	13	1	12	11	1	13	16	2	8	3	8	22	10	12	14	0	14	22
9	11	9	21	12	18	22	10	15	7	22	11	14	9	15	11	13	17	22	16	11	12	16	14	13	21	9	1	1	14	11	20	15	1	2	15	8	13	10	11	10	21	2	14	0	14
17	4	14	24	12	19	19	12	24	14	22	14	4	12	23	3	1	25	23	25	13	21	2	22	5	17	5	14	13	23	10	18	23	15	14	23	14	22	15	4	13	20	15	22	14	0
