25
6
6
31
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	14.39	20.73	23.24	38.2	40.91	5.01	0.45	0.9	0.14	1.3	0.84	0.44	0.52	2.26	1.69	1.17	2.28	0.26	1.86	1.84	1.4	0.46	1.49	0.75	0.34

0	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	19.4	12.4	34.4	10	19	6.4	16.2	15.2	6.8	31.4	23.2	30.6	13.6	24.8	31.8	19.4	32.2	29.8	15	17.4	13.4	12.2	19.8	12.6	25.2

247.2	21.4	14.4	36.4	12	21	8.4	18.2	17.2	8.8	33.4	25.2	32.6	15.6	26.8	33.8	21.4	34.2	31.8	17	19.4	15.4	14.2	21.8	14.6	27.2


0	15	12	19	13	13	22	7	12	15	19	7	14	20	7	12	9	1	15	20	10	12	19	12	9	7
15	0	4	10	6	23	10	22	27	17	20	15	15	5	22	10	20	15	7	15	19	27	7	14	10	19
12	4	0	7	5	20	14	19	24	14	17	12	12	9	19	7	17	11	4	12	15	24	10	10	7	15
19	10	7	0	11	26	20	25	30	20	24	12	5	9	25	14	17	18	4	19	22	30	17	17	10	22
13	6	5	11	0	17	9	16	21	11	15	16	16	11	16	5	21	13	8	10	13	21	6	8	11	20
13	23	20	26	17	0	13	6	8	6	6	16	21	28	13	13	21	13	23	8	5	11	20	10	16	19
22	10	14	20	9	13	0	15	17	7	10	25	25	15	22	10	30	22	17	5	12	20	7	10	20	29
7	22	19	25	16	6	15	0	5	9	12	14	20	27	7	12	15	8	22	14	4	5	19	9	15	14
12	27	24	30	21	8	17	5	0	10	14	19	25	32	5	17	14	13	27	15	9	4	24	14	20	12
15	17	14	20	11	6	7	9	10	0	4	19	19	22	15	7	24	15	17	5	5	14	14	4	14	22
19	20	17	24	15	6	10	12	14	4	0	22	22	25	19	10	27	19	20	5	9	17	17	7	17	25
7	15	12	12	16	16	25	14	19	19	22	0	7	14	14	15	5	6	9	24	14	19	22	15	5	10
14	15	12	5	16	21	25	20	25	19	22	7	0	14	20	15	12	13	9	24	17	25	22	15	5	17
20	5	9	9	11	28	15	27	32	22	25	14	14	0	27	15	19	20	5	20	24	32	9	19	12	24
7	22	19	25	16	13	22	7	5	15	19	14	20	27	0	12	9	8	22	20	10	5	19	12	15	7
12	10	7	14	5	13	10	12	17	7	10	15	15	15	12	0	20	12	10	9	9	17	7	4	10	19
9	20	17	17	21	21	30	15	14	24	27	5	12	19	9	20	0	9	14	29	19	14	27	20	10	5
1	15	11	18	13	13	22	8	13	15	19	6	13	20	8	12	9	0	15	20	10	13	19	12	8	7
15	7	4	4	8	23	17	22	27	17	20	9	9	5	22	10	14	15	0	15	19	27	14	14	7	19
20	15	12	19	10	8	5	14	15	5	5	24	24	20	20	9	29	20	15	0	10	19	12	9	19	27
10	19	15	22	13	5	12	4	9	5	9	14	17	24	10	9	19	10	19	10	0	9	15	5	12	17
12	27	24	30	21	11	20	5	4	14	17	19	25	32	5	17	14	13	27	19	9	0	24	14	20	9
19	7	10	17	6	20	7	19	24	14	17	22	22	9	19	7	27	19	14	12	15	24	0	10	17	25
12	14	10	17	8	10	10	9	14	4	7	15	15	19	12	4	20	12	14	9	5	14	10	0	10	19
9	10	7	10	11	16	20	15	20	14	17	5	5	12	15	10	10	8	7	19	12	20	17	10	0	12
7	19	15	22	20	19	29	14	12	22	25	10	17	24	7	19	5	7	19	27	17	9	25	19	12	0










