50
37
37
87
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	42.28	26.91	45.51	17.54	46.77	46.39	29.39	5.09	18.34	13.79	13.3	11.33	0.07	44.65	22.67	28.92	15.78	49.7	49.19	48.23	33.31	36.31	16.7	26.14	13.67	35.92	38.9	4.05	11.08	10.2	31.2	36.26	41.72	0.94	10.11	23.45	18.92	0.85	0.16	1.9	1.01	1.69	1.38	0.13	0.77	2.41	2.33	0.95	1.54	1.41

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	3.1	1.25	1.7	2.48	3.83	1.58	3.98	0.85	1.02	0.98	2.42	3.3	3.53	1.88	1.9	0.93	4.03	3.3	2.03	2.93	0.8	2.93	4.13	3.15	1.73	1.25	3.93	2.08	0.8	2.17	0.93	3.35	2.9	1.58	4.3	2.42	1.53	0.78	1.78	3.58	2.38	2.42	3.73	3.1	1.27	1.55	1.68	1.1	2.7	2.13

30.9	3.35	1.5	1.95	2.73	4.08	1.83	4.22	1.1	1.27	1.23	2.68	3.55	3.78	2.13	2.15	1.18	4.28	3.55	2.28	3.18	1.05	3.18	4.38	3.4	1.98	1.5	4.18	2.33	1.05	2.42	1.18	3.6	3.15	1.83	4.55	2.68	1.78	1.02	2.03	3.83	2.63	2.68	3.98	3.35	1.53	1.8	1.93	1.35	2.95	2.38



0	4	13	20	12	14	11	12	15	16	5	9	22	8	20	12	5	1	9	7	14	22	10	10	7	22	4	19	27	16	10	5	17	7	9	19	15	19	18	4	13	13	15	15	7	13	12	12	20	18	9
4	0	14	17	13	10	8	13	17	20	6	7	23	12	22	15	4	3	7	10	16	23	9	13	7	23	7	20	28	17	12	7	18	4	5	15	13	20	20	7	12	14	15	12	10	16	10	15	16	21	10
13	14	0	11	8	16	18	5	11	26	9	21	9	18	10	21	18	13	8	16	22	9	23	19	20	9	13	15	14	17	13	8	6	16	11	11	6	6	6	16	26	17	6	8	16	22	5	21	10	27	5
20	17	11	0	19	14	16	15	22	36	16	19	12	28	20	32	17	20	12	27	32	15	20	30	24	18	24	25	17	28	24	19	17	14	12	9	5	9	13	24	23	28	5	5	27	33	9	32	4	38	12
12	13	8	19	0	15	17	4	4	18	8	20	10	17	9	14	17	12	7	9	14	10	22	12	19	10	10	7	15	9	5	7	5	15	10	17	14	10	7	15	25	10	14	14	12	15	10	14	18	19	7
14	10	16	14	15	0	3	15	19	30	9	12	25	22	24	25	10	13	9	20	26	25	7	23	17	25	17	22	30	21	17	12	20	7	5	5	15	22	22	17	11	21	17	9	20	26	12	25	10	31	12
11	8	18	16	17	3	0	17	21	27	10	9	27	19	26	23	7	10	11	18	23	27	5	21	14	27	15	24	32	21	16	11	22	4	7	8	17	24	24	14	8	19	19	11	18	24	14	23	12	28	14
12	13	5	15	4	15	17	0	7	21	8	20	10	17	9	17	17	12	7	12	17	10	22	15	19	10	10	10	15	13	9	7	5	15	10	14	10	7	7	15	25	13	10	10	12	18	7	17	15	23	4
15	17	11	22	4	19	21	7	0	15	11	24	12	20	5	10	20	15	10	9	11	7	25	8	22	7	13	4	12	6	5	10	5	19	14	20	17	14	9	19	28	6	17	17	15	11	14	14	21	16	10
16	20	26	36	18	30	27	21	15	0	21	18	26	14	16	5	20	17	25	10	4	21	23	7	16	19	13	11	20	9	13	18	20	23	25	35	31	28	24	13	22	9	31	31	10	4	28	8	36	4	25
5	6	9	16	8	9	10	8	11	21	0	13	18	13	16	17	9	4	4	12	17	18	14	15	11	18	9	15	23	12	8	3	13	8	4	14	11	15	14	8	17	13	11	11	12	18	7	17	15	22	5
9	7	21	19	20	12	9	20	24	18	13	0	30	10	29	14	4	9	14	15	22	30	5	17	5	30	11	27	35	24	19	14	25	5	10	17	20	27	27	5	5	21	22	14	9	17	17	14	18	19	17
22	23	9	12	10	25	27	10	12	26	18	30	0	26	10	22	27	22	17	17	22	5	32	20	28	8	19	15	7	18	14	17	7	25	20	20	10	3	4	25	34	18	8	17	22	23	13	22	16	28	13
8	12	18	28	17	22	19	17	20	14	13	10	26	0	25	10	12	9	17	12	18	27	15	13	5	27	7	23	32	20	15	10	22	15	17	27	23	23	23	5	11	17	23	23	5	14	20	7	28	10	17
20	22	10	20	9	24	26	9	5	16	16	29	10	25	0	15	25	20	15	14	12	5	30	12	27	3	18	5	7	8	10	15	4	24	19	19	15	12	8	24	33	8	15	15	20	13	12	19	20	18	12
12	15	21	32	14	25	23	17	10	5	17	14	22	10	15	0	16	13	20	5	9	17	19	4	12	17	8	14	22	11	9	14	15	19	20	30	27	24	19	9	18	8	27	27	5	4	24	4	31	6	20
5	4	18	17	17	10	7	17	20	20	9	4	27	12	25	16	0	5	10	12	19	27	5	14	7	27	8	24	32	21	15	10	22	3	7	15	17	24	23	7	8	18	19	12	11	17	14	16	16	21	14
1	3	13	20	12	13	10	12	15	17	4	9	22	9	20	13	5	0	8	8	14	22	10	11	7	22	5	19	27	16	10	5	17	6	8	18	15	19	18	4	13	13	15	15	8	14	11	13	19	18	9
9	7	8	12	7	9	11	7	10	25	4	14	17	17	15	20	10	8	0	15	21	17	15	18	12	17	12	14	22	16	12	7	12	9	4	10	7	14	13	12	18	16	9	7	15	21	4	20	11	26	4
7	10	16	27	9	20	18	12	9	10	12	15	17	12	14	5	12	8	15	0	7	15	17	3	14	15	5	12	20	9	4	9	10	14	15	25	22	19	14	10	20	6	22	22	7	6	19	5	26	11	15
14	16	22	32	14	26	23	17	11	4	17	22	22	18	12	9	19	14	21	7	0	17	24	5	20	15	11	7	16	5	9	14	16	19	21	31	27	24	20	17	26	5	27	27	14	5	24	12	32	8	21
22	23	9	15	10	25	27	10	7	21	18	30	5	27	5	17	27	22	17	15	17	0	32	15	29	3	20	10	5	13	12	17	5	25	20	20	10	7	4	25	35	13	10	17	22	18	14	20	16	23	14
10	9	23	20	22	7	5	22	25	23	14	5	32	15	30	19	5	10	15	17	24	32	0	19	10	32	13	29	37	26	20	15	27	7	12	12	22	29	28	10	4	23	24	15	14	20	19	19	16	24	19
10	13	19	30	12	23	21	15	8	7	15	17	20	13	12	4	14	11	18	3	5	15	19	0	15	14	6	10	19	7	7	12	13	17	18	28	25	22	17	12	21	4	25	25	9	3	22	7	29	8	18
7	7	20	24	19	17	14	19	22	16	11	5	28	5	27	12	7	7	12	14	20	29	10	15	0	29	9	25	34	22	17	12	24	10	12	22	19	25	25	4	6	19	21	19	7	16	15	9	23	14	15
22	23	9	18	10	25	27	10	7	19	18	30	8	27	3	17	27	22	17	15	15	3	32	14	29	0	20	8	5	10	12	17	5	25	20	20	13	10	5	25	35	10	13	17	22	15	14	20	17	20	14
4	7	13	24	10	17	15	10	13	13	9	11	19	7	18	8	8	5	12	5	11	20	13	6	9	20	0	16	25	13	8	6	15	11	12	22	19	16	16	6	15	10	19	19	3	9	16	8	23	14	12
19	20	15	25	7	22	24	10	4	11	15	27	15	23	5	14	24	19	14	12	7	10	29	10	25	8	16	0	9	3	9	14	9	22	17	24	20	17	13	22	31	6	20	20	19	10	17	17	25	13	14
27	28	14	17	15	30	32	15	12	20	23	35	7	32	7	22	32	27	22	20	16	5	37	19	34	5	25	9	0	12	17	22	10	30	25	25	15	9	9	30	40	15	13	22	27	18	19	25	21	22	19
16	17	17	28	9	21	21	13	6	9	12	24	18	20	8	11	21	16	16	9	5	13	26	7	22	10	13	3	12	0	6	11	11	19	16	26	23	19	15	19	28	3	23	23	16	7	19	14	27	10	16
10	12	13	24	5	17	16	9	5	13	8	19	14	15	10	9	15	10	12	4	9	12	20	7	17	12	8	9	17	6	0	5	7	14	12	22	19	15	11	14	23	5	19	19	10	10	15	9	23	14	12
5	7	8	19	7	12	11	7	10	18	3	14	17	10	15	14	10	5	7	9	14	17	15	12	12	17	6	14	22	11	5	0	12	9	7	17	14	14	13	9	18	10	14	14	9	15	10	14	18	19	7
17	18	6	17	5	20	22	5	5	20	13	25	7	22	4	15	22	17	12	10	16	5	27	13	24	5	15	9	10	11	7	12	0	20	15	15	12	9	4	20	30	11	12	12	17	16	9	15	16	21	9
7	4	16	14	15	7	4	15	19	23	8	5	25	15	24	19	3	6	9	14	19	25	7	17	10	25	11	22	30	19	14	9	20	0	5	12	15	22	22	10	10	16	17	9	14	20	12	19	13	24	12
9	5	11	12	10	5	7	10	14	25	4	10	20	17	19	20	7	8	4	15	21	20	12	18	12	20	12	17	25	16	12	7	15	5	0	10	10	17	17	12	15	16	12	7	15	21	7	20	11	26	7
19	15	11	9	17	5	8	14	20	35	14	17	20	27	19	30	15	18	10	25	31	20	12	28	22	20	22	24	25	26	22	17	15	12	10	0	10	17	17	22	16	26	12	4	25	31	7	30	5	36	10
15	13	6	5	14	15	17	10	17	31	11	20	10	23	15	27	17	15	7	22	27	10	22	25	19	13	19	20	15	23	19	14	12	15	10	10	0	7	8	19	25	23	2	7	22	28	4	27	6	33	7
19	20	6	9	10	22	24	7	14	28	15	27	3	23	12	24	24	19	14	19	24	7	29	22	25	10	16	17	9	19	15	14	9	22	17	17	7	0	5	22	31	20	5	14	19	25	10	24	13	29	10
18	20	6	13	7	22	24	7	9	24	14	27	4	23	8	19	23	18	13	14	20	4	28	17	25	5	16	13	9	15	11	13	4	22	17	17	8	5	0	22	31	15	8	13	18	20	10	19	12	25	10
4	7	16	24	15	17	14	15	19	13	8	5	25	5	24	9	7	4	12	10	17	25	10	12	4	25	6	22	30	19	14	9	20	10	12	22	19	22	22	0	10	16	19	19	4	12	15	9	23	14	12
13	12	26	23	25	11	8	25	28	22	17	5	34	11	33	18	8	13	18	20	26	35	4	21	6	35	15	31	40	28	23	18	30	10	15	16	25	31	31	10	0	25	27	18	13	22	21	15	19	20	21
13	14	17	28	10	21	19	13	6	9	13	21	18	17	8	8	18	13	16	6	5	13	23	4	19	10	10	6	15	3	5	10	11	16	16	26	23	20	15	16	25	0	23	23	13	5	20	11	27	10	16
15	15	6	5	14	17	19	10	17	31	11	22	8	23	15	27	19	15	9	22	27	10	24	25	21	13	19	20	13	23	19	14	12	17	12	12	2	5	8	19	27	23	0	9	22	28	6	27	8	33	7
15	12	8	5	14	9	11	10	17	31	11	14	17	23	15	27	12	15	7	22	27	17	15	25	19	17	19	20	22	23	19	14	12	9	7	4	7	14	13	19	18	23	9	0	22	28	4	27	5	33	7
7	10	16	27	12	20	18	12	15	10	12	9	22	5	20	5	11	8	15	7	14	22	14	9	7	22	3	19	27	16	10	9	17	14	15	25	22	19	18	4	13	13	22	22	0	9	19	5	26	11	15
