45
11
11
56
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	12.01	13.16	44.58	29.31	46.93	30.9	12.54	5.13	27.32	22.13	34.58	1.9	1	1.42	0.51	2.36	1.28	0.69	0.57	2.38	1.72	1.77	1.64	1.95	1.45	1.26	2.2	0.98	0.61	0.7	2.26	1.76	2.13	0.95	1.58	0.08	2.3	1.17	1.3	1.92	0.84	1.56	0.82	0.78	1.62

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	0.5	28.35	27.3	31.1	8.3	13.2	40.6	17.95	36.35	0.8	27.05	12.75	17.85	19.15	28.35	8.95	3.25	45.7	41.25	13.9	32.6	14.15	3.25	22.4	4.95	23.75	8.5	3.4	13.05	10	1.55	37.55	4.35	36.6	45.6	1.5	33.25	23.95	26.7	8.45	22.45	19.2	31.05	0.75	17.9

61.8	3.65	31	29.65	35.05	11.75	16.05	44.15	20.6	39.1	4	30	16.2	20.5	21.7	31.2	12.7	7.2	48.25	43.5	17.25	36.05	17.2	7.3	25.25	7.4	26.4	11.25	7.45	15.8	11.85	5	40.8	7.9	38.85	48.35	4.6	35.8	26.1	30.25	11.2	25.2	21.45	35.1	3.35	20.25



0	4	18	8	7	8	9	5	10	7	8	10	7	7	16	15	17	5	4	9	19	17	17	6	8	16	19	6	9	7	15	14	13	14	6	8	15	14	17	8	6	9	17	7	6	7
4	0	15	4	4	8	9	2	8	10	6	7	9	7	13	12	14	2	1	12	15	14	14	10	8	13	15	9	7	3	12	10	9	11	3	11	11	10	14	10	3	5	14	10	9	4
18	15	0	11	11	22	23	13	22	13	21	21	11	11	22	21	6	13	14	13	4	1	23	13	10	5	1	13	22	12	21	19	18	20	12	14	4	19	23	11	12	11	3	12	14	13
8	4	11	0	1	12	13	3	12	11	10	11	10	8	12	11	10	3	4	13	11	11	13	10	9	9	11	10	11	1	11	10	9	10	2	12	7	10	13	10	2	1	10	11	10	3
7	4	11	1	0	11	12	2	11	10	10	10	9	7	13	12	10	2	3	12	12	10	14	10	8	9	12	9	11	2	12	10	9	11	1	11	8	10	14	10	1	2	10	10	9	4
8	8	22	12	11	0	1	9	2	15	2	3	13	12	14	16	21	10	9	16	23	21	11	14	13	20	23	13	1	11	10	11	14	12	10	16	19	15	15	14	10	13	21	14	14	11
9	9	23	13	12	1	0	10	1	15	3	2	14	12	15	17	22	10	9	17	24	22	12	15	13	21	24	14	2	12	10	12	14	13	11	16	20	15	15	15	11	14	22	15	14	12
5	2	13	3	2	9	10	0	9	10	8	8	9	7	13	12	12	2	1	12	14	12	14	10	8	11	14	9	9	2	12	10	9	11	1	11	10	10	14	10	1	4	12	10	9	4
10	8	22	12	11	2	1	9	0	16	2	1	15	13	14	16	21	9	8	18	23	21	11	16	14	20	23	15	1	11	9	11	13	12	10	17	19	14	14	16	10	13	21	16	15	11
7	10	13	11	10	15	15	10	16	0	14	17	2	3	23	22	12	12	10	2	13	12	24	1	3	11	13	2	15	12	22	20	19	21	9	1	9	20	24	2	11	12	12	1	1	14
8	6	21	10	10	2	3	8	2	14	0	3	13	11	12	15	20	8	7	16	21	20	10	14	12	19	21	13	1	9	8	10	12	10	9	15	17	13	13	14	9	11	20	14	13	10
10	7	21	11	10	3	2	8	1	17	3	0	16	14	13	15	20	9	8	19	22	20	10	16	15	19	22	16	2	10	9	10	13	11	9	18	18	14	14	16	9	12	20	17	16	10
7	9	11	10	9	13	14	9	15	2	13	16	0	2	22	21	10	11	8	3	12	10	22	2	2	9	12	2	14	11	21	19	18	20	8	3	8	19	22	1	10	11	10	1	3	12
7	7	11	8	7	12	12	7	13	3	11	14	2	0	20	19	10	9	7	5	12	10	21	3	1	9	12	2	12	9	19	17	16	18	6	4	8	17	21	3	8	9	10	3	3	11
16	13	22	12	13	14	15	13	14	23	12	13	22	20	0	3	16	11	14	25	18	23	3	22	21	17	21	22	13	11	5	3	4	2	14	24	19	3	1	22	12	11	20	23	22	10
15	12	21	11	12	16	17	12	16	22	15	15	21	19	3	0	15	10	13	24	17	22	5	21	20	16	20	21	16	10	7	5	3	5	13	23	18	2	2	21	11	10	19	22	21	9
17	14	6	10	10	21	22	12	21	12	20	20	10	10	16	15	0	12	13	12	2	7	17	12	9	1	5	12	21	11	15	14	13	14	11	13	3	14	17	10	11	9	4	11	13	10
5	2	13	3	2	10	10	2	9	12	8	9	11	9	11	10	12	0	3	14	14	12	12	11	10	11	14	11	9	2	10	9	8	9	3	13	10	9	12	11	1	4	12	12	11	2
