23
11
11
34
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	7.14	25.23	30.53	35.19	19.17	36.43	44.36	2.79	6.91	43.15	21.09	1.03	2.4	1.88	2.45	0.58	0.24	0.96	1.25	1.43	2.44	1.23	1

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08


0	13.35	0.38	14.18	6.38	2.48	22.85	4.25	4.47	20.63	18.18	9.6	11.2	18.3	0.25	15.53	11.88	16.3	8.93	1.63	0.75	22.8	6.95	20.3

30.9	15.13	1.68	15.5	8.1	3.7	24.13	5.63	6.35	21.75	19.55	10.73	12.63	19.43	1.83	17.55	13.2	18.02	10.25	3.65	2.3	24.18	8.63	22.08

0	8	6	18	7	16	4	6	17	9	7	17	8	6	4	7	19	17	7	6	15	8	19	5
8	0	3	11	1	9	9	2	10	3	2	10	2	9	10	1	11	10	3	3	7	3	11	10
6	3	0	14	3	12	9	1	13	3	1	13	4	8	9	2	14	13	3	1	10	2	14	9
18	11	14	0	11	5	14	13	6	13	13	3	10	12	15	12	1	1	11	13	4	14	4	13
7	1	3	11	0	9	8	2	10	3	2	10	2	8	9	1	12	10	2	2	8	3	12	9
16	9	12	5	9	0	12	11	1	11	11	3	8	10	13	10	4	6	9	11	2	12	3	11
4	9	9	14	8	12	0	8	13	11	10	13	8	2	1	9	15	13	7	9	11	11	15	1
6	2	1	13	2	11	8	0	12	3	2	12	3	8	9	1	13	12	2	1	9	3	13	9
17	10	13	6	10	1	13	12	0	12	12	4	9	11	14	11	5	7	10	12	3	13	2	12
9	3	3	13	3	11	11	3	12	0	2	12	4	11	12	2	14	12	5	3	10	1	14	12
7	2	1	13	2	11	10	2	12	2	0	12	3	9	10	1	13	12	3	1	9	1	13	10
17	10	13	3	10	3	13	12	4	12	12	0	9	11	14	11	2	4	10	12	3	13	2	12
8	2	4	10	2	8	8	3	9	4	3	9	0	7	8	2	11	9	1	4	7	4	11	8
6	9	8	12	8	10	2	8	11	11	9	11	7	0	3	9	13	11	6	9	9	10	13	1
4	10	9	15	9	13	1	9	14	12	10	14	8	3	0	10	15	14	7	10	11	11	15	2
7	1	2	12	1	10	9	1	11	2	1	11	2	9	10	0	12	11	3	2	8	2	12	10
19	11	14	1	12	4	15	13	5	14	13	2	11	13	15	12	0	2	12	14	4	14	4	14
17	10	13	1	10	6	13	12	7	12	12	4	9	11	14	11	2	0	10	12	5	13	5	12
7	3	3	11	2	9	7	2	10	5	3	10	1	6	7	3	12	10	0	3	8	4	12	7
6	3	1	13	2	11	9	1	12	3	1	12	4	9	10	2	14	12	3	0	10	2	14	10
15	7	10	4	8	2	11	9	3	10	9	3	7	9	11	8	4	5	8	10	0	10	4	10
8	3	2	14	3	12	11	3	13	1	1	13	4	10	11	2	14	13	4	2	10	0	14	11
19	11	14	4	12	3	15	13	2	14	13	2	11	13	15	12	4	5	12	14	4	14	0	14
5	10	9	13	9	11	1	9	12	12	10	12	8	1	2	10	14	12	7	10	10	11	14	0










