30
22
22
52
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	42.12	33.15	40.81	39.69	23.46	15.48	34.38	49.34	38.5	41.48	35.3	29.77	37.64	24.84	43.26	3.4	48.43	4.94	27.35	20.15	5.35	36.21	1.53	1.96	1.42	2.03	1.44	2.36	2.18	1.27

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	0.33	18.9	27.5	1	18.2	14.97	2.17	8.7	5.63	5.97	8.5	30.4	21.73	12.8	2.17	17.8	27.07	11.9	20.73	15.83	0.5	24.4	5.67	3.3	9.27	30.47	20.7	24.23	14.93	11.93

41.2	2.43	20.67	29	3.07	19.77	16.8	4.8	10.53	7.47	8.47	10.8	32.23	24.03	14.3	4.87	20.17	29.43	13.67	23.37	17.6	2.23	25.9	7.5	4.93	11.5	32.17	23.4	26.07	16.83	13.5


0	4	18	9	15	8	9	5	7	6	17	7	8	17	17	6	8	5	7	7	19	6	6	6	16	19	4	7	7	8	7
4	0	15	12	11	4	5	2	3	3	14	9	11	14	14	10	10	2	7	4	15	9	3	9	13	15	1	10	10	8	4
18	15	0	13	4	11	11	13	12	12	6	11	14	1	3	13	11	13	11	11	1	14	12	13	5	4	14	12	13	10	13
9	12	13	0	10	13	14	14	14	13	12	3	1	12	12	3	3	12	5	12	14	3	11	3	11	14	11	2	2	4	15
15	11	4	10	0	7	8	10	8	9	3	8	10	5	3	10	7	10	8	8	4	10	9	9	2	4	11	8	9	7	9
8	4	11	13	7	0	1	3	1	2	10	10	12	11	10	10	10	3	8	1	11	10	2	10	9	11	4	11	11	9	3
9	5	11	14	8	1	0	4	2	3	9	11	13	12	9	11	11	4	9	2	10	11	3	11	8	10	5	12	12	10	2
5	2	13	14	10	3	4	0	2	1	12	11	13	12	12	11	11	2	9	2	14	11	3	11	11	14	3	12	12	10	2
7	3	12	14	8	1	2	2	0	1	11	11	13	12	11	11	11	2	9	2	12	11	3	11	10	12	3	12	12	10	2
6	3	12	13	9	2	3	1	1	0	11	10	12	11	11	11	11	1	8	1	13	10	2	10	10	13	2	11	11	9	3
17	14	6	12	3	10	9	12	11	11	0	10	13	7	4	12	10	12	10	10	5	13	11	12	1	2	13	11	12	9	10
7	9	11	3	8	10	11	11	11	10	10	0	3	10	10	2	1	9	2	9	12	3	8	2	9	12	8	1	2	2	12
8	11	14	1	10	12	13	13	13	12	13	3	0	13	13	2	3	11	4	11	14	2	10	3	12	14	11	2	1	4	15
17	14	1	12	5	11	12	12	12	11	7	10	13	0	4	12	10	12	10	10	2	13	11	12	6	5	13	11	12	9	14
17	14	3	12	3	10	9	12	11	11	4	10	13	4	0	12	10	12	10	10	2	13	11	12	3	2	13	11	12	9	10
6	10	13	3	10	10	11	11	11	11	12	2	2	12	12	0	3	10	3	10	14	1	9	1	11	14	9	2	1	4	13
8	10	11	3	7	10	11	11	11	11	10	1	3	10	10	3	0	10	3	10	11	3	9	2	9	11	9	1	2	2	13
5	2	13	12	10	3	4	2	2	1	12	9	11	12	12	10	10	0	7	2	14	9	1	9	11	14	1	10	10	8	4
7	7	11	5	8	8	9	9	9	8	10	2	4	10	10	3	3	7	0	7	12	3	6	2	9	12	7	3	3	1	11
7	4	11	12	8	1	2	2	2	1	10	9	11	10	10	10	10	2	7	0	12	9	1	9	9	12	3	10	10	8	4
19	15	1	14	4	11	10	14	12	13	5	12	14	2	2	14	11	14	12	12	0	14	13	13	4	4	15	12	13	11	12
6	9	14	3	10	10	11	11	11	10	13	3	2	13	13	1	3	9	3	9	14	0	8	1	12	14	9	2	1	4	13
6	3	12	11	9	2	3	3	3	2	11	8	10	11	11	9	9	1	6	1	13	8	0	8	10	13	2	9	9	7	5
6	9	13	3	9	10	11	11	11	10	12	2	3	12	12	1	2	9	2	9	13	1	8	0	11	13	8	1	2	3	12
16	13	5	11	2	9	8	11	10	10	1	9	12	6	3	11	9	11	9	9	4	12	10	11	0	3	12	10	11	8	9
19	15	4	14	4	11	10	14	12	13	2	12	14	5	2	14	11	14	12	12	4	14	13	13	3	0	15	12	13	11	12
4	1	14	11	11	4	5	3	3	2	13	8	11	13	13	9	9	1	7	3	15	9	2	8	12	15	0	9	10	8	4
7	10	12	2	8	11	12	12	12	11	11	1	2	11	11	2	1	10	3	10	12	2	9	1	10	12	9	0	1	2	13
7	10	13	2	9	11	12	12	12	11	12	2	1	12	12	1	2	10	3	10	13	1	9	2	11	13	10	1	0	3	14
8	8	10	4	7	9	10	10	10	9	9	2	4	9	9	4	2	8	1	8	11	4	7	3	8	11	8	2	3	0	12
7	4	13	15	9	3	2	2	2	3	10	12	15	14	10	13	13	4	11	4	12	13	5	12	9	12	4	13	14	12	0

