30
15
15
45
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	14.45	6.22	25.7	19.38	48.93	14.59	29.62	28.57	30.79	28.05	13.99	7.59	36.65	1.98	40.08	1.02	2.08	2.43	1.06	0.13	1.97	1.58	1.27	1.42	0.77	1.87	0.84	2.21	0.83	1.99

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	8.93	4.25	4.22	16.3	11.2	13.35	2.48	22.8	14.18	6.38	15.55	11.88	11.23	18.18	1.63	20.63	20.3	0.25	4.47	8.95	6.95	13.65	15.53	1.63	0.38	0.75	18.3	9.6	6.53	22.85

30.9	10.25	5.63	5.6	18.02	12.63	15.13	3.7	24.18	15.5	8.1	17.52	13.2	12.6	19.55	3.6	21.75	22.08	1.83	6.35	10.13	8.63	14.83	17.55	3.65	1.68	2.3	19.43	10.73	7.9	24.13


0	7	6	6	17	8	8	16	8	18	7	7	19	9	7	5	9	5	4	17	7	19	8	7	6	6	15	6	17	7	4
7	0	2	8	10	1	3	9	4	11	2	7	12	9	3	9	5	7	7	10	11	12	8	3	3	3	8	6	10	9	7
6	2	0	10	12	3	2	11	3	13	2	9	13	11	2	11	3	9	9	12	12	13	10	1	1	1	9	8	12	11	8
6	8	10	0	11	9	11	10	12	12	10	1	13	3	11	1	13	1	3	11	3	13	2	11	11	10	9	2	11	1	2
17	10	12	11	0	9	10	6	13	1	10	10	2	12	12	12	12	12	14	7	14	5	11	11	12	13	5	11	4	12	13
8	1	3	9	9	0	2	8	4	10	2	8	11	10	3	10	4	8	8	9	12	11	9	2	4	4	7	7	9	10	8
8	3	2	11	10	2	0	9	3	11	1	10	11	11	2	11	3	10	10	10	13	11	10	1	3	3	7	9	10	11	9
16	9	11	10	6	8	9	0	12	5	9	9	4	8	11	11	11	11	13	1	9	3	9	10	11	12	2	10	3	10	12
8	4	3	12	13	4	3	12	0	14	3	11	14	13	1	13	1	11	11	13	15	14	12	2	2	2	10	10	13	13	11
18	11	13	12	1	10	11	5	14	0	11	11	1	11	13	13	13	13	15	6	13	4	11	12	13	14	4	12	3	12	14
7	2	2	10	10	2	1	9	3	11	0	9	12	11	2	11	3	9	9	10	12	12	10	1	2	3	8	8	10	11	8
7	7	9	1	10	8	10	9	11	11	9	0	12	2	10	2	12	2	4	10	4	12	1	10	10	9	8	1	10	2	3
19	12	13	13	2	11	11	4	14	1	12	12	0	10	13	14	14	14	15	5	12	4	11	12	14	14	4	13	2	12	15
9	9	11	3	12	10	11	8	13	11	11	2	10	0	12	4	14	4	5	9	2	10	1	12	11	11	8	3	9	2	5
7	3	2	11	12	3	2	11	1	13	2	10	13	12	0	12	2	10	10	12	14	13	11	1	1	1	9	9	12	12	10
5	9	11	1	12	10	11	11	13	13	11	2	14	4	12	0	14	2	2	12	2	14	3	12	11	11	10	3	12	2	3
9	5	3	13	12	4	3	11	1	13	3	12	14	14	2	14	0	12	12	12	15	14	13	2	3	3	10	11	12	14	11
5	7	9	1	12	8	10	11	11	13	9	2	14	4	10	2	12	0	2	12	4	14	3	10	10	9	10	1	12	2	1
4	7	9	3	14	8	10	13	11	15	9	4	15	5	10	2	12	2	0	14	4	15	4	10	10	9	11	3	14	3	1
17	10	12	11	7	9	10	1	13	6	10	10	5	9	12	12	12	12	14	0	10	2	10	11	12	13	3	11	4	11	13
7	11	12	3	14	12	13	9	15	13	12	4	12	2	14	2	15	4	4	10	0	12	3	13	13	13	9	5	10	2	4
19	12	13	13	5	11	11	3	14	4	12	12	4	10	13	14	14	14	15	2	12	0	11	12	14	14	4	13	2	12	15
8	8	10	2	11	9	10	9	12	11	10	1	11	1	11	3	13	3	4	10	3	11	0	11	10	10	7	2	10	1	4
7	3	1	11	11	2	1	10	2	12	1	10	12	12	1	12	2	10	10	11	13	12	11	0	2	2	8	9	11	12	9
6	3	1	11	12	4	3	11	2	13	2	10	14	11	1	11	3	10	10	12	13	14	10	2	0	1	10	9	12	11	9
6	3	1	10	13	4	3	12	2	14	3	9	14	11	1	11	3	9	9	13	13	14	10	2	1	0	10	8	13	11	9
15	8	9	9	5	7	7	2	10	4	8	8	4	8	9	10	10	10	11	3	9	4	7	8	10	10	0	9	3	8	11
6	6	8	2	11	7	9	10	10	12	8	1	13	3	9	3	11	1	3	11	5	13	2	9	9	8	9	0	11	3	2
17	10	12	11	4	9	10	3	13	3	10	10	2	9	12	12	12	12	14	4	10	2	10	11	12	13	3	11	0	11	13
7	9	11	1	12	10	11	10	13	12	11	2	12	2	12	2	14	2	3	11	2	12	1	12	11	11	8	3	11	0	3
4	7	8	2	13	8	9	12	11	14	8	3	15	5	10	3	11	1	1	13	4	15	4	9	9	9	11	2	13	3	0



