35
17
17
52
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	8.27	41.31	32.78	27.32	12.57	2.01	11.67	18.06	31.67	49.3	10.36	37.85	44.32	23.61	7.95	40.55	23.83	0.29	2.19	1.59	0.24	2.27	0.09	0.1	2.47	1.72	0.94	1.26	1.91	0.12	1.81	1.75	1.15	1.46	0.85

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08


0	8.5	2.17	9.43	2.9	6.67	25.03	11.93	18.9	14.93	8.7	17.8	18.2	12.8	30.47	11.9	2.17	15.83	3.3	5.67	24.4	9.27	30.4	27.07	1.03	24.23	0.33	1	5.63	20.7	0.5	20.73	21.73	27.5	14.97	5.97

41.2	10.8	4.8	11.47	5.27	7.9	27.2	13.5	20.67	16.83	10.53	20.17	19.77	14.3	32.17	13.67	4.87	17.6	4.93	7.5	25.9	11.5	32.23	29.43	3.33	26.07	2.43	3.07	7.47	23.4	2.23	23.37	24.03	29	16.8	8.47


0	7	5	17	14	15	13	7	18	8	7	8	8	17	4	7	6	19	16	6	6	19	8	5	14	7	4	15	6	7	6	7	17	9	9	17
7	0	11	22	20	21	18	12	11	2	11	1	10	10	8	2	2	12	9	2	8	12	3	9	19	2	9	8	10	1	3	9	10	3	11	10
5	11	0	12	9	10	8	2	13	10	2	11	3	12	3	9	11	14	11	11	3	14	13	2	9	12	2	10	1	12	11	2	12	14	4	12
17	22	12	0	3	2	5	10	23	22	12	23	13	20	14	21	23	22	18	22	15	19	25	14	4	24	14	19	13	23	23	14	24	25	12	17
14	20	9	3	0	3	2	8	20	19	9	20	10	18	12	18	20	19	15	20	12	16	22	11	1	21	11	17	10	21	20	11	21	23	9	14
15	21	10	2	3	0	4	9	21	20	10	21	11	19	13	19	21	20	16	21	13	17	23	12	2	22	12	18	11	22	21	12	22	24	10	15
13	18	8	5	2	4	0	6	18	17	8	19	9	16	10	16	19	18	14	18	10	14	20	9	3	19	9	15	8	19	18	9	19	21	8	13
7	12	2	10	8	9	6	0	13	12	2	13	3	10	4	11	13	12	9	12	5	12	15	4	7	14	4	9	3	13	13	4	14	15	2	10
18	11	13	23	20	21	18	13	0	10	12	11	11	3	14	11	13	1	5	13	12	4	14	13	19	13	15	4	12	12	14	11	1	13	11	6
8	2	10	22	19	20	17	12	10	0	10	2	9	9	8	1	4	11	8	3	7	11	4	8	18	3	8	7	9	2	4	8	9	4	10	9
7	11	2	12	9	10	8	2	12	10	0	11	1	11	3	9	11	12	10	11	3	12	13	2	9	12	3	8	1	12	11	2	12	14	2	11
8	1	11	23	20	21	19	13	11	2	11	0	10	10	9	3	3	11	9	2	9	11	3	10	20	2	10	7	11	1	3	10	10	3	11	10
8	10	3	13	10	11	9	3	11	9	1	10	0	10	4	8	10	11	9	10	2	11	12	3	10	11	4	7	2	11	10	1	11	13	1	10
17	10	12	20	18	19	16	10	3	9	11	10	10	0	13	10	12	2	3	12	11	2	13	12	17	12	14	3	11	11	13	10	4	12	9	4
4	8	3	14	12	13	10	4	14	8	3	9	4	13	0	7	9	15	12	8	2	15	11	1	11	10	1	11	2	9	9	3	13	11	5	13
7	2	9	21	18	19	16	11	11	1	9	3	8	10	7	0	3	12	9	2	6	12	4	7	17	3	7	8	8	3	3	7	10	5	9	10
6	2	11	23	20	21	19	13	13	4	11	3	10	12	9	3	0	14	11	1	9	14	2	10	20	1	10	10	11	2	1	10	12	3	11	12
19	12	14	22	19	20	18	12	1	11	12	11	11	2	15	12	14	0	4	13	13	4	14	14	19	13	15	4	13	12	14	12	2	14	10	5
16	9	11	18	15	16	14	9	5	8	10	9	9	3	12	9	11	4	0	11	10	3	12	11	15	11	13	2	10	10	12	9	6	11	8	1
6	2	11	22	20	21	18	12	13	3	11	2	10	12	8	2	1	13	11	0	8	13	3	9	19	2	9	9	10	1	1	9	12	3	11	12
6	8	3	15	12	13	10	5	12	7	3	9	2	11	2	6	9	13	10	8	0	13	10	1	11	9	3	9	2	9	8	1	11	11	3	11
19	12	14	19	16	17	14	12	4	11	12	11	11	2	15	12	14	4	3	13	13	0	14	14	15	13	15	4	13	12	14	12	5	14	10	2
8	3	13	25	22	23	20	15	14	4	13	3	12	13	11	4	2	14	12	3	10	14	0	11	21	1	11	10	12	2	2	11	13	1	13	13
5	9	2	14	11	12	9	4	13	8	2	10	3	12	1	7	10	14	11	9	1	14	11	0	10	10	2	10	1	10	9	2	12	12	4	12
14	19	9	4	1	2	3	7	19	18	9	20	10	17	11	17	20	19	15	19	11	15	21	10	0	20	10	16	9	20	19	10	20	22	9	14
7	2	12	24	21	22	19	14	13	3	12	2	11	12	10	3	1	13	11	2	9	13	1	10	20	0	10	9	11	1	1	10	12	2	12	12
4	9	2	14	11	12	9	4	15	8	3	10	4	14	1	7	10	15	13	9	3	15	11	2	10	10	0	11	3	10	9	4	14	12	5	14
15	8	10	19	17	18	15	9	4	7	8	7	7	3	11	8	10	4	2	9	9	4	10	10	16	9	11	0	9	8	10	8	5	10	8	3
6	10	1	13	10	11	8	3	12	9	1	11	2	11	2	8	11	13	10	10	2	13	12	1	9	11	3	9	0	11	10	1	11	13	3	11
7	1	12	23	21	22	19	13	12	2	12	1	11	11	9	3	2	12	10	1	9	12	2	10	20	1	10	8	11	0	2	10	11	2	12	11
6	3	11	23	20	21	18	13	14	4	11	3	10	13	9	3	1	14	12	1	8	14	2	9	19	1	9	10	10	2	0	9	13	3	11	13
7	9	2	14	11	12	9	4	11	8	2	10	1	10	3	7	10	12	9	9	1	12	11	2	10	10	4	8	1	10	9	0	10	12	2	10
17	10	12	24	21	22	19	14	1	9	12	10	11	4	13	10	12	2	6	12	11	5	13	12	20	12	14	5	11	11	13	10	0	12	12	7
9	3	14	25	23	24	21	15	13	4	14	3	13	12	11	5	3	14	11	3	11	14	1	12	22	2	12	10	13	2	3	12	12	0	14	12
9	11	4	12	9	10	8	2	11	10	2	11	1	9	5	9	11	10	8	11	3	10	13	4	9	12	5	8	3	12	11	2	12	14	0	9
17	10	12	17	14	15	13	10	6	9	11	10	10	4	13	10	12	5	1	12	11	2	13	12	14	12	14	3	11	11	13	10	7	12	9	0




