0	12	18	13	24	4	11	2	16	13	8	12	10	10	4	15	16	7	10	16	14	19	10	8	12	27	18	22	23	6	13	17	7	18	6	8	17	14	15	15	17	14	15	3	14	15	4	18	7	11	14	18	12	13	20	19	13	9	20	7	10	13	5	9	16	8	6	17	7	13	16	15	1	9	10	9	9	11	19	13	7	12	15	22	12	5	22	13	10	17	5	9	18	19	16	7	7	15	20	15	16
12	0	30	24	25	11	11	14	28	22	15	14	21	22	9	27	21	10	20	22	14	30	11	19	24	39	30	34	35	6	25	29	7	17	12	8	5	26	27	27	17	26	26	11	21	27	14	17	12	5	25	29	20	21	22	30	13	14	32	19	22	25	7	4	28	7	16	29	5	3	27	17	12	10	21	17	9	11	19	24	19	24	22	34	17	17	33	25	7	20	16	20	30	31	27	6	9	27	20	24	27
18	30	0	6	25	20	24	16	2	13	16	17	9	9	22	3	16	20	10	17	22	13	19	11	7	9	8	4	5	24	5	4	23	19	19	23	35	5	4	3	18	5	16	19	15	8	16	17	18	29	12	2	13	12	21	5	17	17	2	12	8	10	23	27	3	26	14	4	25	31	4	16	18	20	9	13	21	20	19	7	12	7	15	6	13	13	11	5	28	18	14	10	4	3	11	25	22	6	20	16	7
13	24	6	0	21	14	18	11	4	10	11	15	4	3	16	3	19	15	13	13	16	9	14	5	2	15	6	10	11	18	6	5	18	21	13	17	29	2	3	5	14	2	12	14	11	4	10	21	13	23	15	5	9	16	17	8	11	11	8	6	7	7	18	21	7	20	9	5	19	25	3	12	13	14	11	8	15	15	16	11	10	2	12	10	15	8	9	8	23	14	9	6	6	7	7	19	16	3	17	12	11
24	25	25	21	0	21	14	24	23	12	32	36	18	24	28	22	40	18	34	8	11	13	15	19	23	21	17	22	26	24	27	21	18	42	19	32	26	23	23	26	8	21	9	27	11	18	28	42	31	29	36	23	13	37	4	29	12	16	24	26	28	15	21	23	28	18	30	22	28	22	21	9	24	15	32	16	33	35	6	32	31	19	10	19	36	23	16	29	18	7	20	16	21	22	14	21	18	20	5	9	32
4	11	20	14	21	0	8	4	18	11	12	15	11	11	7	17	20	4	13	13	10	20	7	9	13	28	20	23	24	5	15	18	4	21	3	12	15	15	16	17	14	15	15	7	11	16	7	21	10	10	16	19	10	16	17	20	10	5	22	8	12	14	4	7	18	7	9	18	7	12	17	12	3	6	11	7	12	14	15	14	10	13	12	23	15	7	23	15	9	14	6	10	20	20	17	5	4	16	16	13	17
11	11	24	18	14	8	0	11	22	15	19	23	15	15	14	21	27	4	21	16	3	24	5	13	17	32	24	27	28	11	19	22	5	28	5	19	13	19	20	21	7	19	19	14	15	20	15	28	18	16	23	23	14	24	16	24	7	7	26	13	16	18	7	9	22	5	16	22	14	8	21	11	10	4	18	11	20	22	8	19	18	17	16	27	23	11	27	19	5	14	10	14	24	24	21	7	4	20	12	17	21
2	14	16	11	24	4	11	0	14	13	8	12	8	8	6	13	16	7	10	16	14	17	10	6	10	25	16	20	21	8	11	15	7	18	6	8	19	12	13	13	17	12	15	3	14	13	4	18	7	13	12	16	12	13	20	17	13	9	18	5	8	11	7	11	14	10	6	15	9	15	14	15	2	9	8	9	9	11	19	11	7	10	15	20	12	3	20	11	12	17	5	9	16	17	14	9	7	13	20	15	14
16	28	2	4	23	18	22	14	0	11	14	15	7	7	20	1	18	18	11	15	20	11	17	9	5	11	6	6	7	22	4	2	21	19	17	21	33	3	2	3	16	3	14	17	13	6	14	19	16	27	14	2	11	14	19	7	15	15	4	10	6	8	21	25	5	24	12	2	23	29	2	14	16	18	9	11	19	18	17	9	10	5	13	6	13	11	9	6	26	16	12	8	2	3	9	23	20	4	18	14	9
13	22	13	10	12	11	15	13	11	0	21	24	6	12	16	10	29	12	22	4	13	9	11	7	11	17	9	12	14	16	15	9	15	30	10	21	26	11	11	14	9	9	4	16	2	6	16	30	19	21	25	11	2	25	8	18	9	8	13	15	16	3	15	18	16	18	18	10	17	23	9	5	12	12	20	5	21	23	8	20	19	8	2	12	24	11	12	17	20	5	8	4	9	11	6	16	13	8	7	3	20
