i,j,distance,truck_time,drone_time,robot_distance,robot_time
0,1,15.0,0.3333333333333333,0.2,15.0,0.6
0,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
0,3,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,4,9.0,0.2,0.12,9.0,0.36
0,5,15.0,0.3333333333333333,0.2,15.0,0.6
0,6,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,7,12.0,0.26666666666666666,0.16,12.0,0.48
0,8,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,9,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,10,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,11,0.0,0.0,0.0,0.0,0.0
1,2,15.0,0.3333333333333333,0.2,15.0,0.6
1,3,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
1,4,24.0,0.5333333333333333,0.32,24.0,0.96
1,5,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
1,6,9.0,0.2,0.12,9.0,0.36
1,7,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
1,8,15.0,0.3333333333333333,0.2,15.0,0.6
1,9,6.0,0.13333333333333333,0.08,6.0,0.24
1,10,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
1,11,15.0,0.3333333333333333,0.2,15.0,0.6
2,1,15.0,0.3333333333333333,0.2,15.0,0.6
2,3,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
2,4,9.0,0.2,0.12,9.0,0.36
2,5,15.0,0.3333333333333333,0.2,15.0,0.6
2,6,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
2,7,12.0,0.26666666666666666,0.16,12.0,0.48
2,8,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
2,9,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
2,10,6.0,0.13333333333333333,0.08,6.0,0.24
2,11,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
3,1,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
3,2,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
3,4,21.0,0.4666666666666667,0.28,21.0,0.84
3,5,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
3,6,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
3,7,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
3,8,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
3,9,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
3,10,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
