100
25
25
125
1
2
1000
5
60
65
10
0.67
0.8
15
1
100

0	33.05	46.04	32.35	26.94	31.04	49.2	28.43	20.82	49.23	49.64	45.35	38.42	34.98	38.05	24.73	23.1	14.96	44.7	47.4	47.71	9.97	7.8	12.53	28.83	8.32	0.03	0.23	1.52	0.14	1.65	1.44	0.18	0.6	0.88	0.32	1.85	1.11	0.04	1.7	2.2	0.35	2.03	0.63	0.06	1.33	2.34	1.92	1.01	1.79	1.2	1.1	2.36	1.45	1.96	1.79	0.36	1.73	0.98	0.32	1.6	1.24	0.16	1.31	0.79	2.14	0.02	0.51	2.2	0.55	0.79	0.86	2	1.43	2.03	0.22	0.48	1.57	0.16	1.86	1.51	2	0.4	1.84	1.89	2.2	1.07	0.47	0.76	0.8	1.11	0.9	1.56	2.35	0.72	0.61	2.3	2.32	0.77	0.19	1.95

0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08

0	1.6	10.4	16.2	5.2	5.8	22.8	26.4	12.8	23.6	6.6	10.4	15	16.2	20.4	11.2	8.2	27.8	3.6	22.2	15.2	24.8	22.4	8.4	27.2	14.8	29.4	7.4	22.6	3.4	23	5.8	13	13.8	18.6	15.4	14.6	24.6	10.4	4.6	12	14	15	22.2	23.4	12	4	26.6	12.2	14.4	11	4.2	26.8	24.6	10.8	24.8	9	6.8	6.4	27	19.2	15.6	14.2	21.4	25.6	9.8	10	24.6	6.4	18.4	5	21.2	4.8	7.4	6.8	19.6	14.8	26.2	4.4	2.8	7	8.6	24.2	6	7.6	4.4	9.8	4.8	23.2	11.8	20.8	9.6	15.2	24.6	21	9	25.8	14.4	23.2	15.8	2.2

46	15	21.8	25.6	17.4	18	33	38.8	24.2	34.2	22	21.4	24.8	26	31	21.8	22.4	42.2	17.6	32.4	25.4	38	32.2	20.2	40	24.6	42	19.6	32.8	20	32	19.8	22.8	22.8	26.4	26.8	25.2	39.6	20.6	17.2	23	24.2	24.8	34	35.2	23	18.6	39.6	22	26.2	21.2	17.8	39.8	39	21.8	37.8	20.4	21	18.6	39.6	29.4	23.8	26	30	38.4	22.6	21.4	36.8	22.8	30.2	18.2	32.6	17	19.2	20.6	28.6	25.8	39.2	17.4	15.6	19.2	20.4	37.2	19	19.4	19.2	20.4	18.4	35.6	23.2	31.8	21.4	26.2	36.8	31.2	20.4	39.8	24.2	35	23.2	15.2

0	5	12	13	7	10	14	19	6	13	20	20	8	16	4	13	16	10	16	22	15	14	9	12	7	23	10	11	17	15	15	16	9	10	18	16	9	3	6	2	15	18	13	17	9	27	15	1	7	15	18	13	13	18	12	19	16	13	17	10	10	7	8	7	10	17	6	15	22	14	18	17	4	12	11	7	9	12	13	14	19	20	19	8	9	14	4	5	13	24	11	18	12	15	7	22	16	7	8	15	5
5	0	14	8	4	9	9	14	11	11	18	15	4	11	7	11	18	5	11	17	14	12	7	14	7	18	5	11	12	10	10	11	7	5	19	11	11	6	6	3	10	13	10	15	8	22	10	5	9	14	13	8	8	13	17	14	15	15	12	8	15	12	13	9	12	22	7	13	17	14	13	16	6	10	13	9	14	7	8	9	14	19	17	10	7	12	9	10	18	23	16	19	7	14	12	17	11	10	10	10	3
12	14	0	15	10	5	14	14	12	25	31	15	17	11	15	24	5	12	15	22	27	25	20	4	19	18	19	23	15	14	17	11	20	9	6	22	8	9	18	12	13	13	8	29	21	22	10	13	5	27	13	8	10	15	17	14	28	4	15	22	19	16	18	5	4	22	7	26	17	9	19	29	8	24	7	19	14	17	21	16	24	32	30	4	20	26	9	16	18	36	16	6	14	27	12	17	13	18	10	19	17
13	8	15	0	6	11	2	7	18	11	17	8	5	7	14	10	19	3	3	9	12	16	8	15	15	11	4	18	5	3	3	11	6	7	21	7	15	14	13	11	3	5	11	14	14	15	5	13	10	12	6	8	6	6	24	8	13	16	5	14	23	19	20	13	13	29	9	12	10	15	6	14	10	9	15	16	21	2	7	2	9	17	16	11	11	11	16	18	25	21	23	21	2	12	19	10	4	18	17	4	9
7	4	10	6	0	6	7	12	13	15	22	14	8	10	8	15	14	3	9	15	17	16	11	10	9	16	9	13	10	9	8	9	11	4	16	12	10	8	8	5	8	11	6	19	11	20	9	7	5	17	12	7	7	12	19	12	18	11	10	12	17	13	15	7	8	23	4	17	15	10	12	19	5	14	9	10	15	7	12	7	14	22	21	6	11	16	10	12	20	26	18	16	5	17	14	15	10	12	12	9	7
10	9	5	11	6	0	9	10	15	20	27	11	13	7	11	20	9	8	11	18	23	21	16	8	14	14	14	18	11	10	12	6	16	4	10	18	12	11	13	8	9	9	3	24	17	18	6	10	3	23	9	4	5	11	21	9	24	6	10	17	20	16	17	10	3	26	6	22	13	5	15	25	7	19	12	14	18	13	17	11	19	28	26	7	16	21	13	15	22	32	20	10	9	23	16	13	9	15	14	14	12
14	9	14	2	7	9	0	5	20	13	18	7	7	5	15	11	18	4	2	9	14	17	9	14	16	9	5	19	3	2	3	9	7	5	19	9	17	15	14	12	1	4	10	15	16	13	4	14	9	14	5	6	4	5	26	7	15	15	3	15	24	20	22	14	12	30	10	13	8	14	6	16	12	10	16	17	22	4	8	2	10	19	17	11	12	12	17	19	27	23	25	19	2	14	21	8	3	19	19	5	10
