0	12	15	18	16	16	13	19	8	17	17	17	16	8	7	19	6	15	16	15	17	4	15	16	20	20	24	7	7	18	17	17	17	17	14	16	20	2	20	22	13	14	4	10	21	12	15	12	9	5	16	18	13	6	7	13	18	7	21	15	6	19	8	5	19	13	18	12	25	24	14	18	23	17	23	15	17	11	27	17	13	19	24	9	15	14	4	24	22	10	8	23	10	14	22	14	7	9	9	15	7
12	0	7	7	28	11	10	20	20	19	15	15	13	17	14	17	12	27	14	26	9	15	4	18	22	9	22	18	19	20	29	19	12	19	13	18	32	10	18	10	11	9	10	2	33	14	14	4	15	7	18	29	15	18	17	11	19	5	23	14	8	30	10	8	31	25	19	10	24	23	12	19	11	5	21	14	12	17	15	29	11	20	25	20	13	15	13	23	10	13	5	21	22	12	24	9	9	10	7	16	12
15	7	0	5	31	5	16	17	23	15	22	22	20	20	17	24	16	30	21	30	2	19	8	21	25	5	29	22	22	21	32	22	19	19	19	16	35	13	25	10	18	2	13	6	36	10	20	10	18	10	11	33	8	21	20	18	19	9	26	20	11	34	13	11	34	28	13	17	30	29	19	18	8	9	28	7	5	21	12	32	4	20	29	24	6	19	17	29	15	16	11	28	25	5	27	3	9	14	14	18	15
18	7	5	0	34	9	12	20	26	18	18	17	15	23	20	19	19	33	17	33	6	22	3	24	28	2	25	25	25	24	35	25	14	22	15	19	38	16	20	6	13	6	16	9	39	13	16	7	21	13	16	36	12	24	23	17	22	12	29	16	14	37	16	14	37	31	17	13	30	29	14	21	5	4	27	11	10	24	9	35	9	23	32	27	11	22	20	25	11	19	11	28	28	10	30	7	12	17	13	21	18
16	28	31	34	0	32	28	14	12	16	23	30	32	11	14	24	16	1	30	4	33	13	31	22	26	36	29	10	9	12	1	11	33	13	29	15	5	18	25	38	27	29	18	26	5	21	31	28	13	21	25	3	25	10	12	19	12	23	27	21	20	3	19	20	4	9	21	28	31	30	28	13	39	33	28	31	33	17	43	3	28	13	29	8	30	19	15	30	37	16	23	29	13	29	28	30	23	18	21	14	16
16	11	5	9	32	0	21	18	24	16	26	26	24	21	18	28	17	31	25	31	3	20	12	25	30	10	33	23	23	22	33	23	23	20	24	17	36	14	29	15	22	3	14	10	37	11	25	15	19	11	7	34	8	22	21	22	20	10	31	25	12	35	14	14	35	29	11	21	35	34	23	19	8	13	32	3	1	22	13	33	4	21	33	25	2	23	18	34	20	19	15	32	26	3	31	2	10	18	18	19	16
13	10	16	12	28	21	0	30	20	28	11	6	4	19	15	11	13	28	5	27	18	16	9	18	23	11	19	19	19	29	29	28	5	28	3	27	33	11	9	10	2	18	15	11	33	23	4	6	20	10	27	30	24	18	18	11	29	13	24	8	17	31	19	9	32	25	29	1	24	23	3	29	13	8	22	23	21	18	15	29	20	30	26	21	22	16	14	13	9	14	6	22	23	21	24	19	18	11	8	26	18
19	20	17	20	14	18	30	0	25	2	35	35	33	11	25	37	24	14	34	16	19	15	21	34	39	22	42	22	15	4	15	5	32	2	33	3	19	19	38	24	31	15	15	19	19	7	34	24	10	20	11	16	11	19	25	31	3	17	40	34	13	17	11	23	18	21	7	30	44	43	32	1	25	22	41	17	19	29	29	15	14	4	42	20	16	32	22	43	29	28	24	41	25	15	40	16	12	27	27	4	12
8	20	23	26	12	24	20	25	0	23	11	22	24	15	6	12	8	12	22	9	25	10	23	10	14	28	17	3	10	24	13	23	25	23	21	22	13	10	14	30	19	21	10	18	13	18	23	20	15	13	23	10	19	6	3	9	24	15	15	13	12	12	15	12	12	5	24	20	19	18	20	24	31	25	16	23	25	5	35	10	20	25	17	5	22	7	7	18	29	7	15	17	3	21	16	22	15	10	13	21	13
17	19	15	18	16	16	28	2	23	0	34	33	31	9	24	35	23	15	33	15	17	14	19	33	37	20	40	21	14	6	17	7	30	4	31	1	20	17	36	22	29	14	13	17	21	5	32	22	8	19	10	18	9	17	23	30	4	15	38	32	12	19	9	22	19	20	6	29	42	41	30	3	23	20	39	15	17	28	27	17	13	5	40	19	15	30	20	41	27	27	22	40	24	14	39	14	10	25	25	3	10
17	15	22	18	23	26	11	35	11	34	0	13	15	25	10	2	11	22	13	19	24	20	15	7	12	19	8	13	20	35	24	34	16	34	12	33	22	17	5	21	10	24	21	17	22	29	14	12	26	15	33	20	30	17	11	4	34	19	13	4	22	22	25	12	21	14	34	11	13	12	11	34	22	16	11	29	27	7	26	20	26	35	15	15	28	5	14	8	20	7	12	11	12	27	13	24	24	9	9	31	24
17	15	22	17	30	26	6	35	22	33	13	0	2	25	16	12	14	29	1	28	23	20	14	20	24	17	21	20	21	34	31	33	3	33	3	32	34	17	8	12	4	23	20	16	35	28	2	12	25	15	33	31	29	20	19	13	34	19	25	9	22	32	25	12	33	27	34	5	26	25	3	34	18	13	23	28	27	19	13	31	26	35	27	22	28	17	15	8	8	15	11	23	24	27	26	24	23	12	9	31	23
16	13	20	15	32	24	4	33	24	31	15	2	0	23	18	14	16	31	2	30	21	19	12	22	26	15	23	22	23	32	33	31	1	31	3	30	36	15	10	10	5	21	18	14	37	26	1	10	23	13	31	33	27	22	21	15	32	17	27	11	20	34	23	12	35	29	32	4	28	27	4	32	16	11	25	26	25	21	11	33	24	33	29	24	26	19	17	10	6	17	9	25	26	25	28	22	21	14	11	29	21
8	17	20	23	11	21	19	11	15	9	25	25	23	0	15	27	14	11	24	10	22	5	20	24	28	25	32	12	5	10	12	9	22	9	22	8	16	8	28	27	21	18	7	15	16	10	23	17	2	10	14	13	14	9	15	21	10	12	29	23	9	14	8	13	15	11	10	20	33	32	22	10	28	22	31	20	22	19	32	12	17	11	32	10	19	22	12	32	26	18	14	31	15	18	30	19	12	17	17	7	5
