0	7	5	21	11	10	9	17	9	6	15	24	19	8	7	16	16	17	14	18	10	6	14	9	5	17	6	10	7	10	25	10	19	9	17	7	6	4	17	11	8	14	9	17	17	8	6	22	14	11	9	13	15	24	9	11	7	7	6	13	14	17	6	12	8	11	10	13	9	8	10	10	12	15	19	4	18	8	24	20	15	13	19	15	10	7	16	20	15	7	17	7	9	12	23	23	7	13	8	21	13
7	0	9	17	12	17	5	13	9	8	12	31	12	12	7	20	22	24	17	11	11	13	21	16	7	10	6	17	4	14	32	13	12	12	10	9	13	7	21	15	15	17	12	21	10	4	3	29	18	14	13	15	8	31	12	15	14	11	2	16	17	13	3	19	11	18	14	18	16	8	14	17	16	19	16	7	14	1	31	17	22	20	15	11	13	3	9	27	19	14	21	3	12	12	30	30	2	13	3	28	16
5	9	0	26	16	15	14	22	4	1	20	29	14	10	2	11	20	22	9	13	15	11	19	14	2	12	3	15	12	5	30	8	14	14	12	2	11	3	19	8	13	9	10	12	12	13	11	27	9	16	6	18	10	29	7	7	12	2	11	8	19	22	11	17	8	16	15	16	14	3	9	15	7	10	24	2	23	10	29	25	20	18	24	20	9	12	11	25	10	12	12	12	9	17	28	28	11	18	11	26	18
21	17	26	0	11	24	13	4	26	25	6	27	16	29	24	37	37	35	34	15	11	22	34	26	24	21	23	22	14	31	28	30	19	13	14	26	22	24	38	32	24	34	29	38	18	13	15	25	35	11	30	10	19	26	29	32	21	28	16	33	13	4	15	33	28	23	11	33	23	25	31	25	33	36	2	24	4	16	26	1	36	32	3	7	30	14	20	23	36	24	38	15	29	9	25	26	16	9	15	24	12
11	12	16	11	0	14	10	12	16	15	10	19	24	18	14	27	26	24	24	23	2	12	23	16	14	22	13	11	9	21	20	20	24	2	22	16	11	13	27	21	13	24	19	27	22	10	10	17	25	2	20	3	20	19	19	21	11	17	11	23	5	9	10	22	18	13	2	23	12	15	21	15	22	26	9	14	8	13	19	10	26	22	10	8	20	11	21	15	26	14	27	12	19	2	18	18	12	3	13	16	4
10	17	15	24	14	0	15	20	19	16	19	14	29	6	17	20	13	11	17	28	14	5	10	2	15	27	16	3	14	10	15	8	29	12	27	17	4	14	14	8	3	20	5	17	27	15	15	15	18	14	9	16	25	17	9	9	4	17	16	19	17	20	15	9	8	1	14	9	2	18	7	1	9	15	23	14	21	18	14	24	12	8	22	18	6	16	26	14	22	4	20	17	7	15	13	13	17	16	18	15	16
9	5	14	13	10	15	0	9	14	13	7	29	14	16	12	25	24	22	22	13	9	11	21	14	12	12	11	15	2	19	30	18	14	10	12	14	11	11	25	19	13	22	17	25	12	1	3	27	23	12	18	13	10	29	17	19	12	15	3	21	15	9	3	20	16	16	12	21	14	13	19	15	20	24	11	12	9	4	29	12	24	20	10	6	18	2	11	25	24	12	25	2	17	10	28	28	3	11	3	26	14
17	13	22	4	12	20	9	0	22	21	2	31	12	25	20	33	33	31	30	11	10	18	30	22	20	17	19	18	10	27	32	26	15	12	10	22	18	20	34	28	20	30	25	34	14	9	11	29	31	14	26	14	15	30	25	28	17	24	12	29	17	4	11	29	24	19	14	29	19	21	27	21	29	32	5	20	4	12	30	4	32	28	2	5	26	10	16	27	32	20	34	11	25	12	29	30	12	13	11	28	16
9	9	4	26	16	19	14	22	0	3	20	33	10	13	2	11	23	25	9	11	15	14	23	17	4	9	3	18	12	9	34	11	10	14	12	2	15	5	22	11	16	9	14	12	9	13	11	30	9	16	10	18	8	32	10	10	15	2	11	8	19	22	11	20	11	20	15	20	17	1	12	18	10	10	24	5	23	10	32	25	24	21	24	20	13	12	8	29	10	15	12	12	12	17	31	31	11	18	11	30	18
6	8	1	25	15	16	13	21	3	0	20	30	13	10	1	12	20	22	9	12	15	12	20	14	1	11	2	15	11	6	31	9	13	13	11	1	12	2	19	9	13	9	11	13	11	12	10	28	10	15	7	17	9	29	8	7	13	3	10	8	18	21	11	18	9	17	15	17	14	2	9	15	8	11	24	3	22	9	29	25	21	18	23	19	10	11	10	26	11	13	13	11	10	16	28	29	10	17	11	27	17
