i,j,distance,truck_time,drone_time,robot_distance,robot_time
0,1,9.0,0.2,0.12,9.0,0.36
0,2,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
0,4,15.0,0.3333333333333333,0.2,15.0,0.6
0,5,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,6,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
0,7,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,8,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,9,15.0,0.3333333333333333,0.2,15.0,0.6
0,10,12.0,0.26666666666666666,0.16,12.0,0.48
0,11,0.0,0.0,0.0,0.0,0.0
1,2,21.0,0.4666666666666667,0.28,21.0,0.84
1,3,9.0,0.2,0.12,9.0,0.36
1,4,24.0,0.5333333333333333,0.32,24.0,0.96
1,5,9.0,0.2,0.12,9.0,0.36
1,6,21.0,0.4666666666666667,0.28,21.0,0.84
1,7,15.0,0.3333333333333333,0.2,15.0,0.6
1,8,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
1,9,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
1,10,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
1,11,9.0,0.2,0.12,9.0,0.36
2,1,21.0,0.4666666666666667,0.28,21.0,0.84
2,3,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
2,4,6.0,0.13333333333333333,0.08,6.0,0.24
2,5,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
2,6,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
2,7,6.0,0.13333333333333333,0.08,6.0,0.24
2,8,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
2,9,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
2,10,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
2,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
3,1,9.0,0.2,0.12,9.0,0.36
3,2,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
3,4,15.0,0.3333333333333333,0.2,15.0,0.6
3,5,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
3,6,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
3,7,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
3,8,6.0,0.13333333333333333,0.08,6.0,0.24
3,9,15.0,0.3333333333333333,0.2,15.0,0.6
3,10,12.0,0.26666666666666666,0.16,12.0,0.48
3,11,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,1,24.0,0.5333333333333333,0.32,24.0,0.96
4,2,6.0,0.13333333333333333,0.08,6.0,0.24
4,3,15.0,0.3333333333333333,0.2,15.0,0.6
4,5,15.0,0.3333333333333333,0.2,15.0,0.6
4,6,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
4,7,9.0,0.2,0.12,9.0,0.36
4,8,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
4,9,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
4,10,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
4,11,15.0,0.3333333333333333,0.2,15.0,0.6
5,1,9.0,0.2,0.12,9.0,0.36
5,2,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
5,3,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
5,4,15.0,0.3333333333333333,0.2,15.0,0.6
5,6,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
5,7,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
5,8,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
5,9,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
5,10,12.0,0.26666666666666666,0.16,12.0,0.48
5,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
6,1,21.0,0.4666666666666667,0.28,21.0,0.84
6,2,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
6,3,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
6,4,11.0,0.24444444444444444,0.14666666666666667,11.0,0.44
6,5,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
6,7,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
6,8,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
6,9,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
6,10,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
6,11,13.0,0.28888888888888886,0.17333333333333334,13.0,0.52
7,1,15.0,0.3333333333333333,0.2,15.0,0.6
7,2,6.0,0.13333333333333333,0.08,6.0,0.24
7,3,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
7,4,9.0,0.2,0.12,9.0,0.36
7,5,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
7,6,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
7,8,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
7,9,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
7,10,9.0,0.2,0.12,9.0,0.36
7,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
8,1,5.0,0.1111111111111111,0.06666666666666667,5.0,0.2
8,2,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
8,3,6.0,0.13333333333333333,0.08,6.0,0.24
8,4,19.0,0.4222222222222222,0.25333333333333335,19.0,0.76
8,5,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
8,6,16.0,0.35555555555555557,0.21333333333333335,16.0,0.64
8,7,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
8,9,9.0,0.2,0.12,9.0,0.36
8,10,15.0,0.3333333333333333,0.2,15.0,0.6
8,11,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
9,1,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
9,2,23.0,0.5111111111111111,0.30666666666666664,23.0,0.92
9,3,15.0,0.3333333333333333,0.2,15.0,0.6
9,4,17.0,0.37777777777777777,0.22666666666666666,17.0,0.68
9,5,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
9,6,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
9,7,22.0,0.4888888888888889,0.29333333333333333,22.0,0.88
9,8,9.0,0.2,0.12,9.0,0.36
9,10,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
9,11,15.0,0.3333333333333333,0.2,15.0,0.6
10,1,20.0,0.4444444444444444,0.26666666666666666,20.0,0.8
10,2,10.0,0.2222222222222222,0.13333333333333333,10.0,0.4
10,3,12.0,0.26666666666666666,0.16,12.0,0.48
10,4,4.0,0.08888888888888889,0.05333333333333334,4.0,0.16
10,5,12.0,0.26666666666666666,0.16,12.0,0.48
10,6,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
10,7,9.0,0.2,0.12,9.0,0.36
10,8,15.0,0.3333333333333333,0.2,15.0,0.6
10,9,14.0,0.3111111111111111,0.18666666666666668,14.0,0.56
10,11,12.0,0.26666666666666666,0.16,12.0,0.48
