i,j,distance,truck_time,drone_time,robot_distance,robot_time
0,1,6.0,0.13333333333333333,0.08,6.0,0.24
0,2,6.0,0.13333333333333333,0.08,6.0,0.24
0,3,9.0,0.2,0.12,9.0,0.36
0,4,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,5,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,6,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
0,7,6.0,0.13333333333333333,0.08,6.0,0.24
0,8,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
0,9,0.0,0.0,0.0,0.0,0.0
1,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
1,3,3.0,0.06666666666666667,0.04,3.0,0.12
1,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
1,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
1,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
1,7,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
1,8,3.0,0.06666666666666667,0.04,3.0,0.12
1,9,6.0,0.13333333333333333,0.08,6.0,0.24
2,1,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
2,3,3.0,0.06666666666666667,0.04,3.0,0.12
2,4,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
2,5,3.0,0.06666666666666667,0.04,3.0,0.12
2,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
2,7,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
2,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
2,9,6.0,0.13333333333333333,0.08,6.0,0.24
3,1,3.0,0.06666666666666667,0.04,3.0,0.12
3,2,3.0,0.06666666666666667,0.04,3.0,0.12
3,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,5,3.0,0.06666666666666667,0.04,3.0,0.12
3,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
3,7,3.0,0.06666666666666667,0.04,3.0,0.12
3,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
3,9,9.0,0.2,0.12,9.0,0.36
4,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
4,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,7,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,8,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
4,9,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
5,1,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,2,3.0,0.06666666666666667,0.04,3.0,0.12
5,3,3.0,0.06666666666666667,0.04,3.0,0.12
5,4,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,6,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
5,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
5,8,3.0,0.06666666666666667,0.04,3.0,0.12
5,9,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
6,1,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,3,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,4,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,5,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
6,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
6,9,7.0,0.15555555555555556,0.09333333333333334,7.0,0.28
7,1,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,2,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,3,3.0,0.06666666666666667,0.04,3.0,0.12
7,4,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
7,5,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,8,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
7,9,6.0,0.13333333333333333,0.08,6.0,0.24
8,1,3.0,0.06666666666666667,0.04,3.0,0.12
8,2,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,3,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,4,1.0,0.022222222222222223,0.013333333333333334,1.0,0.04
8,5,3.0,0.06666666666666667,0.04,3.0,0.12
8,6,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,7,2.0,0.044444444444444446,0.02666666666666667,2.0,0.08
8,9,8.0,0.17777777777777778,0.10666666666666667,8.0,0.32
